customer_id,customer_count
1108323,2
15422026,1
5366938,1
2368241,1
35470018,1
28233791,1
49281761,1
5065110,1
38505429,1
6799661,1
27092175,1
49676670,1
51315304,2
15370472,1
2342719,1
37847764,1
35728010,1
22127307,1
37154313,1
10959440,1
5139951,1
35026116,1
41361040,1
2429136,2
2426773,1
14322171,1
27523156,1
31658950,1
39795889,1
2442369,1
26380952,1
1297649,1
33191475,1
46104903,1
35312189,1
44435791,1
11208670,1
10500754,1
39800117,1
9608368,1
1477458,1
38079460,1
1460739,1
20584631,4
20644781,1
12022223,1
50444659,1
16740639,1
20637156,1
3225679,5
3957698,1
28259925,1
22537154,1
35870246,5
40706706,1
6032822,1
26796745,2
12211411,1
45847954,1
14912391,1
12890297,1
13243479,1
16469985,1
4706220,1
40340510,1
26088170,2
1900296,1
12909692,1
10774946,1
18202797,1
15221030,1
12225631,1
2759323,1
14950953,2
4075157,1
17547966,1
52014230,1
48904371,3
2957653,1
7840510,1
10044231,1
30515436,2
36328710,1
45190395,1
20010355,1
73156,1
45022660,1
12750398,1
26153807,1
36049281,1
16645924,2
50343770,1
3251370,1
31546006,1
37249283,1
27289404,1
6042305,1
23131143,1
14427082,1
46635955,2
3463202,1
5230819,1
38386583,1
41911760,1
14365065,1
10671495,2
49698224,1
44023486,1
43955445,1
7715036,1
2340091,1
46398470,1
21576407,1
30035529,1
5365210,1
22459143,1
22374561,1
25380917,1
10185467,1
20663604,3
13191714,1
48571924,1
22123154,2
19256939,1
22474063,1
43573254,1
25497083,1
10646951,1
40586216,1
33126240,1
6283080,1
46502135,1
45946817,1
8823091,1
31590196,2
15514842,1
11326051,1
45850612,1
21352348,3
22125027,1
44082490,1
30614211,1
17404753,1
8961231,1
9306660,1
41212421,1
47210972,1
12656125,1
40321721,1
18544478,2
15002875,1
37774073,1
10819547,2
15559250,1
10479144,1
31120894,2
9505151,1
42666288,1
34598924,1
36114814,1
29661671,1
52554746,1
12097541,1
14764037,1
45566038,1
12488645,2
11172469,1
37548810,1
43018412,1
2764182,1
3118066,1
4460030,1
11240587,1
10202531,1
32672025,1
43435371,1
50938359,1
2228000,1
23730160,1
7855716,1
13740766,1
39272599,1
20265332,1
51829845,3
36813059,1
4564295,1
34910788,1
15360176,1
41636813,1
48824816,1
26937473,2
17120788,9
26747402,1
18747997,1
10933110,1
33668149,1
51881041,1
10657340,1
18238255,1
47721878,1
13316879,1
15376008,1
13026129,1
25638557,1
32341514,1
28628018,1
34290834,1
7501476,1
13961275,1
39201415,1
30542074,2
12851221,1
15833966,1
7662812,1
11338743,1
11475674,1
44377247,1
11595777,1
39968025,1
37898991,2
130418,1
12195860,1
14905734,1
22898717,3
1639141,2
15735069,2
39389483,1
112107,2
3634551,1
35467699,5
24095460,1
1710098,1
6346508,1
18280600,1
49278891,1
1758452,1
38979213,3
16245249,1
46093295,1
22341371,1
13651053,1
3407738,1
41145309,2
16268155,1
11727062,1
4678509,1
11091650,1
16829640,1
7078615,11
38043665,1
31712652,2
27813363,1
25316112,6
42654545,6
33082911,1
568941,1
20696113,1
37565913,2
32686332,1
6557613,3
36473834,1
2447104,1
12950363,1
28482739,1
2792639,1
14015510,1
6813337,1
9920607,1
44874397,3
8726771,1
19923496,1
38959059,1
39082971,1
12884849,2
15287780,1
4111675,1
8703013,1
11552325,1
43073042,1
42800689,4
3432683,1
8978010,1
2723465,1
33703464,1
310027,1
34348634,1
44694158,1
22449288,3
51477871,2
97682,1
1704032,1
1307727,2
27046151,1
13493755,1
31057866,1
3260766,1
12839874,1
19228102,1
373943,1
40690938,1
14224750,1
274397,1
395998,1
6671501,1
6020768,1
1748017,1
21090888,1
21332406,1
44162953,1
50419067,1
12211360,1
6007516,1
34888119,1
705852,1
38147464,3
18033808,1
37671910,1
47579826,1
5257834,1
2429824,2
19269849,1
27113889,1
5340500,1
1438823,1
1816347,1
34970642,1
4135837,1
7946147,2
50139693,1
18431685,1
11543768,1
7234318,1
1517317,1
1258322,1
1171880,1
15517973,1
45315253,1
38361462,2
44013345,1
42996810,1
39706013,3
51197469,1
37666458,2
11961815,1
49743649,1
1530539,1
26940103,1
1636790,1
25932221,1
32288653,1
19105867,1
17456055,1
18307026,1
45661767,1
11869074,3
11419233,1
29787139,1
22804957,3
6518755,1
15427920,2
45183249,1
52579716,1
2489573,1
14706628,2
9953759,2
6437475,1
10143719,2
14323899,1
12934417,1
883144,1
6942961,1
24078646,1
24530437,1
17289595,1
20286928,1
2540905,1
42166761,1
17878656,1
43620755,1
21471687,1
22031958,1
30013121,2
34729472,1
13292575,1
6140259,2
10903377,1
18455573,1
3890414,1
51597023,1
5329399,3
27545162,1
26181432,1
1238785,1
46859587,1
20554596,1
31381669,1
3435857,1
2198876,1
6524183,2
40561516,1
44822211,1
1418280,1
26376708,1
12527547,1
33240819,1
1063840,1
11032878,1
12659079,1
33936452,1
7098189,1
4510878,1
42857414,1
23313884,1
2531994,1
20101945,1
26676663,1
9702108,1
7549596,2
45654496,1
21917135,1
5456427,1
10647975,1
25301278,1
24099646,1
35822590,1
52015564,1
49889236,1
18352713,1
45365108,1
1283967,1
2233524,1
6420064,1
5547420,1
21195678,1
1425577,1
17839775,1
3087277,1
42668357,1
1867540,1
18279938,1
22272017,1
45489619,1
28377015,1
3198764,1
15781557,1
2201815,1
24878386,1
12714655,1
44300291,1
13660340,2
4826952,1
46667382,1
39042757,1
2809112,1
41365357,1
39734102,1
10927095,1
36868639,5
13229524,1
25195658,1
9944486,1
27671001,1
17035981,1
36974942,1
5535466,1
25724415,1
20553629,1
34437890,1
50644032,1
20875270,1
11270209,1
32872788,1
42859580,1
32648,1
20472212,1
14332133,2
29730962,1
17288148,1
22856049,1
11066704,1
3637051,1
3073305,1
44173800,1
28692811,1
19343118,1
3357086,1
41129064,1
5703233,1
35569925,1
51243,1
28041779,1
5585407,1
10779600,1
3735385,1
44700327,1
33035675,4
3803100,1
49814278,1
2418014,1
4444057,1
26935451,1
19728909,1
42569708,1
44480019,1
36159399,1
21849032,1
8645593,1
45877713,1
30344796,1
9014123,1
19187466,1
14992620,1
7916391,1
53077420,3
4955672,2
19808798,5
43616069,1
19151543,1
13960283,1
34838028,1
43106374,1
41435083,1
7807365,2
20908437,1
22559679,1
17255815,1
41182998,1
5537038,1
98654,1
2236828,3
51117703,1
51135331,1
32918877,1
43968064,1
30751903,1
25638404,5
14156241,1
8823102,1
16516342,2
21656482,1
43291565,1
39422519,3
45439829,1
10681682,1
42587406,1
43538177,1
41262045,2
3947968,1
21516453,1
44167963,5
27622574,2
38540811,1
42671368,1
562792,1
6567232,1
45165104,1
34740481,1
2828213,2
38255625,1
51232648,1
28854382,2
15364706,1
3783093,1
1496798,1
36411393,1
41722955,1
51826502,1
13087226,1
24013924,2
2004678,1
5427380,1
28486159,1
16775212,2
36477301,2
4911778,1
35939254,1
44923115,1
25479186,1
36503743,1
15946498,1
36522980,1
28953385,1
49865064,1
45933188,2
6246968,1
16015745,1
4563574,1
33720106,1
40236755,2
10815567,1
10658597,1
40323750,1
21816422,1
43312678,1
45907035,1
7554556,1
47218762,1
8860033,1
6489394,1
33965413,2
3939989,1
39366629,1
21760221,1
26665808,1
24757671,1
51892127,2
9856672,1
18691963,1
5497864,1
53091437,1
20737793,1
2791272,1
286760,1
24853509,4
11307206,2
7382552,1
46546960,3
13490676,2
134800,1
17735334,2
13558126,1
43004870,3
1323771,1
8136956,1
19113385,1
23399651,1
10446571,1
608097,1
5259433,1
16933076,1
213117,1
29214482,1
1080485,2
12586380,2
3867071,1
33620534,1
3227435,1
243844,1
242301,1
14446707,1
34339816,1
20161732,1
25307577,3
50019613,1
35629089,2
1191888,1
42096655,1
30098514,2
20865858,10
51929810,2
28135223,1
8570415,3
44383092,1
7922790,1
41586947,1
6336160,1
19611004,1
29596526,1
470716,1
37919376,1
38230973,1
7043681,1
6310869,1
16157953,2
12842065,1
21111367,1
17258047,1
790237,1
45037371,3
42642972,1
21506970,1
43183946,1
11734319,1
41933178,1
2515277,1
15664274,1
31017504,1
41518670,1
615056,1
43333802,3
340416,1
5720355,1
14655741,1
48914347,1
2019905,1
32961168,1
33876859,3
19036181,2
17907819,1
22358199,1
360982,1
2898641,1
43277864,1
12101780,2
374643,1
1572518,1
2931940,1
2499666,2
39720984,1
18396897,1
13129994,1
10900007,1
5034294,1
31204613,1
1540583,1
4877645,1
8539865,1
3089657,1
9927848,1
10727105,1
11473050,1
51155788,1
46535769,1
18826402,2
569332,1
1076198,1
42860884,1
6184313,1
39502922,1
1583231,1
26181020,1
1003935,1
2580096,1
45373417,1
31424079,1
16057913,1
1104804,1
1275128,2
45472510,1
42398091,1
45900088,2
52171975,1
41596516,1
41956608,1
17136851,1
19863087,1
45482877,1
31269683,1
41474291,1
6948692,3
1158942,1
1708198,1
2161666,5
49224947,1
44027146,1
21390459,6
35602313,1
11805263,1
42466172,1
7024791,1
2911100,1
17191538,1
16919821,1
38033030,3
11217536,1
30834499,2
27623907,1
1250115,1
6264672,1
16390647,1
6632063,1
25183699,1
16911990,1
3290894,1
51747789,2
22261452,1
47206909,1
2069276,1
38642059,1
6622652,1
49656273,1
19720480,2
7302445,1
46465498,2
13802161,8
3934911,1
1481499,1
12368905,1
1211412,1
20945453,1
10333978,1
45085736,1
23101274,1
3343619,1
23733114,3
48426611,1
9803468,1
49712781,1
11599565,1
2537221,2
10555350,1
995483,1
22474036,2
1422984,1
43954799,1
8729398,1
18504932,1
13643322,1
43451382,1
3672938,1
11049937,1
22406900,1
1195041,1
23734980,1
13613603,1
10347827,3
2240940,1
2702807,1
39824519,1
11070998,1
40627836,1
14993352,1
1809556,1
4362980,1
16837433,1
34114955,1
39188892,1
2567138,2
1295623,1
50747066,1
24082981,1
1285214,1
3217068,1
10652715,1
6426416,1
11550656,7
17481096,1
4529864,1
1394599,1
15580839,1
1593423,1
13239678,1
30963550,3
2116453,1
21531025,1
13882879,1
15201158,1
4324270,1
45279394,1
41299280,1
10645019,1
14076004,1
33770449,1
18177323,1
40989304,1
50972450,1
12458597,3
43006930,1
24284196,1
1785838,1
24131872,1
16422623,1
8123486,1
4547998,1
50909042,2
2900186,2
3363066,1
12200277,7
11610564,1
46483382,1
2874125,1
22345142,1
12348682,1
22107367,1
51120924,6
20140113,1
14703853,1
14835053,2
44540462,1
16907532,1
23768367,1
13779278,1
13710732,1
6774955,3
11435714,1
4365704,1
5837457,1
4424349,1
29133095,1
41993221,1
51780367,3
19912733,1
46248878,1
10283721,1
20475507,1
6398162,1
36371350,2
28314340,3
28016286,1
37192824,1
29072261,3
12520160,1
103713,1
36981838,1
3800069,1
5432017,1
2446331,1
42017674,1
42114984,1
23186556,1
31229337,1
20932280,1
14427793,1
45926012,1
40006248,2
21452096,1
38002874,1
23493389,1
9927807,1
14602146,1
12203714,1
51195999,1
19611059,1
17242394,1
27956515,1
2189454,1
4809078,1
19536302,1
12713577,1
6833428,1
52541364,1
26532191,1
49873730,1
10096259,1
24702010,1
13526075,1
51710873,1
12591986,1
51714049,1
15058825,1
22316899,1
38412584,1
16071743,1
32298888,1
2205316,1
36385493,1
2864814,1
12301568,1
45087175,1
9271837,1
2606024,1
31426364,1
10985364,1
11305673,1
19763142,2
10923500,1
3869339,1
42159180,1
14034528,1
10107837,1
36119417,1
18767824,1
27190565,1
49901875,1
17636340,1
568178,1
32524183,1
1295045,1
20665160,1
15502209,1
26104157,1
50404021,1
47575156,1
1928122,1
5465236,1
26045425,1
50756905,1
21973803,1
49799634,1
28571203,1
2919930,1
6402635,1
48328906,1
6859636,3
24103674,1
3608055,1
16120809,2
7067453,1
28022128,1
23794998,1
43386489,1
43073619,1
8045367,1
2209930,1
33964161,1
39742542,1
37759877,1
22580122,1
14284399,1
47218225,1
10494408,1
32121917,1
40537281,1
4021158,1
18632295,1
6643337,1
39936799,1
32367675,1
41659409,1
45706511,1
35698620,1
42070309,1
47616030,1
20608152,1
40379551,1
40432914,1
44415742,1
39744856,1
51222365,1
49633614,1
25829902,1
16040321,7
3412362,1
9797226,1
34344835,1
1653573,1
3969110,1
3954173,4
819114,1
49395286,1
43065195,3
1878602,1
4837778,1
177491,1
51737575,1
27611357,1
13816047,2
50549581,1
47277501,1
25187594,1
14779,1
5091570,1
457604,1
51900347,1
7117288,1
10944898,1
22492759,1
41936665,1
13103509,3
12644749,1
526367,1
7193518,1
13101218,1
29596286,1
12475021,2
16264281,1
527967,1
14215295,1
1688645,1
17799748,1
2487929,1
509715,1
41661883,1
23006404,2
5079631,2
1196040,1
15422824,11
2352656,1
51925527,1
47120475,6
7579051,1
926453,1
3088354,1
39059265,1
2664429,1
11135126,1
1061363,1
30639240,6
391225,1
26530585,1
46265530,1
14782749,1
46139850,2
41407731,4
3737781,1
27734093,3
52436518,2
266754,1
4190665,1
3479385,2
16532135,5
48020742,1
51091077,1
2269807,1
379720,1
47749615,2
4939525,1
47670821,1
13347014,1
20609019,1
44811913,1
41835942,1
25879156,1
13772508,1
9925719,1
43496445,1
423915,1
7609855,1
425430,1
1073842,1
12178469,1
41460452,1
1732555,1
17569624,1
10632,1
14444217,2
346713,1
47451822,1
1169472,1
7573294,1
33326626,3
1404599,1
624183,2
7426761,1
43802787,1
19502195,1
47670750,2
33606812,1
18420283,1
14494530,3
6043827,1
39576212,3
9980535,1
49777953,1
47817807,1
13455940,1
47106007,1
13027253,1
28198163,1
11503641,1
26893,1
27636026,1
11356100,1
51891930,1
2982516,1
27486562,1
14397687,1
46847185,1
39739144,1
25515273,1
15708970,2
35768477,1
43795236,1
39864771,1
6549123,1
24440348,1
2101506,1
27041936,2
30131508,1
27696999,1
7487502,1
10608797,1
14193207,1
1229306,1
13697724,3
21015876,1
1858761,1
25380503,1
49305685,1
902469,1
32236989,3
7013581,1
44185500,1
2482093,1
2303699,1
30432601,3
2158813,1
45420068,1
43688184,1
3393408,1
16749407,2
14918830,1
2791401,1
2177240,1
43227216,1
4956154,1
42703841,4
49226978,1
20429920,1
12357611,1
27189322,2
13484576,1
9238568,2
1077301,1
7911497,2
3977120,1
896683,1
18560321,1
50590369,1
45760015,1
23188880,1
24557317,7
36848744,1
7519282,1
10051015,1
26311525,1
19451923,1
4278627,1
12419229,1
4653767,1
52673486,1
19569441,2
44255230,1
2525985,1
8320566,1
16706524,1
18272247,1
33407122,5
43669539,1
1346733,1
37986765,1
3894588,1
3078557,1
41074400,1
4166085,1
21019702,1
13556037,1
44350507,1
40209395,1
19040121,1
27171007,1
16067078,1
41447602,1
22318835,1
30892233,1
2869880,1
12431090,1
24148923,1
3217990,1
38732612,1
45297460,1
30825078,1
20034025,1
12918370,1
42277121,1
12041058,1
25101302,1
3023513,1
11532020,1
11980721,1
43178138,3
20307995,1
18112377,1
17020047,1
14345023,1
10579797,1
2741497,1
43810019,1
47383743,1
4997438,1
46884485,1
16376194,1
47304669,1
10822590,1
7176811,1
17971168,1
11013517,1
32965345,1
44735324,1
44346656,1
41528557,2
42776469,1
27211375,1
38353827,1
3761134,1
3852415,1
3622116,1
28412717,2
7215428,2
2363505,1
29009883,3
21064134,1
2153750,1
36330196,1
7636457,1
2396207,1
14559020,1
13548697,2
17021786,1
7239763,1
49389484,1
35889227,2
29799560,1
2663951,1
35147121,1
47347697,1
6010238,1
6385568,1
4813120,1
35316012,1
9261662,1
14476142,2
43109709,1
16783726,1
5076108,1
34429353,1
48819305,4
26903435,1
11996039,1
9489103,1
46404900,1
43938353,1
17382998,2
4897261,1
46288237,1
25623104,2
24569206,1
16708724,1
21417089,1
39561652,1
2334171,1
2465202,1
6687872,1
41542065,1
43624854,1
6788344,1
47751729,1
12511836,1
8287655,1
46357371,1
13677350,4
31693280,1
34358562,1
30724692,1
41642357,1
21742174,1
9003131,4
4069232,1
35821280,1
32644001,1
29338398,1
16681725,1
2158303,1
1814397,1
4023845,1
8217602,1
44530487,2
39836278,1
42960566,1
1730431,1
10100527,1
6829711,1
47142425,2
2918642,1
35700604,1
39837651,1
2655921,1
7200288,12
5586361,1
19269486,1
52567908,1
9013099,1
27565933,1
10289403,1
38850135,1
6005654,1
12810733,2
23462139,7
5441547,1
12072620,1
2775970,2
47107467,2
31559142,1
42545648,1
27549462,1
37582608,1
43480507,2
37337385,1
12020634,1
49472878,1
22739506,1
46123631,1
46493284,1
12489579,1
23115536,1
7381209,1
23252928,1
18351291,1
50905888,1
16100998,2
38070858,1
7595924,1
27477794,1
14331047,1
12958149,1
7719054,1
18740531,2
1687579,1
14438311,1
48563014,3
2808130,1
11591389,1
14047723,1
32003013,1
20203664,2
177333,1
993938,1
51431733,1
18665465,1
46138865,1
44721273,1
218845,1
1767372,1
2567036,1
6309070,1
50741970,1
18130327,2
827224,1
21401926,2
34909478,2
45067697,1
244512,1
51506230,1
217601,1
17119551,7
21447486,1
48826258,1
11384051,1
48378014,1
10522291,1
10394613,1
27780038,3
10805305,1
12457634,1
21674171,1
9455799,2
5414364,1
3304908,1
2768593,1
28399189,1
30231918,3
15123507,1
606858,1
5394694,1
31986798,1
33917166,1
22477370,1
42094595,1
43184451,3
52972916,1
28015763,1
47089956,2
20703737,1
434527,1
20970890,2
42748624,1
36663225,2
36953735,1
41967449,1
27844850,1
20576796,1
15670589,1
48799936,1
15237838,1
15543518,1
2063533,1
34061429,1
11205904,1
11500958,1
5534942,2
769928,1
10807390,1
14527438,2
51384084,1
27556590,2
991555,1
10138837,1
17916234,1
31419232,1
19599454,1
19333186,1
7122548,1
313760,1
6248267,1
316540,1
43063563,4
30283371,1
27377022,1
593209,1
3928906,1
8711845,1
12623004,9
47138307,1
11161476,1
33783576,1
37730191,1
42288884,1
268109,1
2355316,1
627559,1
16682852,1
4305312,2
15050128,2
13560960,1
12394196,1
1680515,1
21131535,1
7133265,1
2006852,1
37679631,1
1102848,2
4244024,1
33056530,1
50797343,1
3485069,1
31457843,1
1191884,1
52114381,1
40819490,1
43175416,4
19045066,1
3773219,1
10819700,1
27676439,1
50969739,1
43874932,1
6736760,1
30774856,1
5900723,4
23502697,2
39863857,2
23134742,1
15016639,1
2070033,1
4696862,1
1436179,1
34521835,1
1140689,1
25633050,5
2045254,1
47861597,1
31719031,1
21805731,6
5084867,1
18230852,2
25279619,1
22525948,1
52336437,1
49211356,2
4102279,1
8888463,1
47533918,1
49150346,1
1740741,1
39292610,1
38269313,2
17918208,1
10776664,1
26542325,1
43217787,1
2033939,1
4612035,1
7746749,1
22469713,1
28056870,1
49960239,1
17225545,1
30006576,2
37114089,3
1196758,1
48984115,1
22213460,1
6081526,1
23079520,1
1020860,1
3633767,1
7669379,6
5284486,1
30648853,2
15556821,1
2784872,1
23027724,1
17686991,1
1350468,1
963125,1
26418357,1
48005225,1
1166531,1
12224656,1
5315451,2
922426,1
45336679,1
1192667,1
30113026,1
29656684,1
20113437,1
30024972,1
2369852,1
23794412,1
11293181,1
2468247,1
7588093,1
36977061,1
29968238,1
22683768,1
2907310,1
2025721,1
40011075,1
9299823,1
2418362,1
2828516,1
4898542,1
38872047,4
2582992,1
7125978,1
9764267,1
37962896,1
24481941,3
48125734,1
13631740,2
20702959,1
17884944,1
23376964,1
25414288,1
7878635,1
12926863,1
12704998,1
37197099,2
1839890,1
13173666,1
39134819,1
14785200,2
1453260,1
1501803,1
41947544,1
2126602,1
49836475,1
3609493,1
29155341,1
43296859,4
33617819,1
14496084,1
23880607,2
3003482,1
13290766,1
13406461,1
53023431,10
20364617,1
25307403,2
31262209,1
21854739,1
42802873,1
9924463,1
47592916,1
13218666,1
41441597,1
36898188,1
12878609,1
31366458,1
7252780,1
21034238,2
2944059,1
34455650,1
12009985,1
41826980,4
21915904,1
13670903,1
3739710,1
49008469,1
14919496,1
39803531,1
2855107,2
46972787,1
3167755,1
7848882,1
42054975,1
6045268,2
48576093,1
18607366,1
37320036,1
45499902,1
51057017,1
27939779,1
1997204,1
30881000,1
41865471,3
53045659,1
23860442,1
22804719,1
48541887,1
36720357,2
6805526,1
16609124,1
44212606,3
7753845,1
51330670,1
45357082,1
40144963,1
13183283,1
7401114,1
7890715,1
50425340,1
21552133,1
13846840,2
45388727,2
50626766,1
42423519,1
24343993,1
41163781,1
41141447,1
32533256,1
45580866,2
32031265,1
9440103,1
5693826,1
11018286,1
28986347,1
28692723,1
24223310,1
17455698,1
18032163,9
28622998,1
20953684,2
2032377,2
8290075,1
42714815,1
30716459,1
39659883,1
47721058,1
30058533,1
49263394,2
28164377,1
2139970,1
41383422,1
36485338,2
18460921,1
37042570,1
23801804,5
29588864,1
11696812,1
21363505,1
22590624,1
7633710,1
45547668,1
3869596,1
32620446,2
17861526,1
35005926,5
7591390,1
18268622,3
47791551,1
13208963,1
42264230,3
37123969,1
17058316,1
27928023,3
20188518,28
29381435,1
29228516,2
33659332,1
33673723,1
19027265,1
39586587,2
25472823,1
2865029,1
32571770,9
24771472,1
11262354,1
2629764,1
27955456,2
3884747,1
2102122,1
26852972,3
17565199,3
33868514,1
17823882,2
17820090,1
52162668,1
10069978,1
17172442,1
10853594,1
5887058,1
25278990,1
52905348,1
